Student_ID,Score,Q1_Marked,Q1_Correct,Q1_Result,Q2_Marked,Q2_Correct,Q2_Result,Q3_Marked,Q3_Correct,Q3_Result,Q4_Marked,Q4_Correct,Q4_Result,Q5_Marked,Q5_Correct,Q5_Result,Q6_Marked,Q6_Correct,Q6_Result,Q7_Marked,Q7_Correct,Q7_Result,Q8_Marked,Q8_Correct,Q8_Result,Q9_Marked,Q9_Correct,Q9_Result,Q10_Marked,Q10_Correct,Q10_Result,Q11_Marked,Q11_Correct,Q11_Result,Q12_Marked,Q12_Correct,Q12_Result,Q13_Marked,Q13_Correct,Q13_Result,Q14_Marked,Q14_Correct,Q14_Result,Q15_Marked,Q15_Correct,Q15_Result,Q16_Marked,Q16_Correct,Q16_Result,Q17_Marked,Q17_Correct,Q17_Result,Q18_Marked,Q18_Correct,Q18_Result,Q19_Marked,Q19_Correct,Q19_Result,Q20_Marked,Q20_Correct,Q20_Result
Img1,2,c,a,Wrong,a,c,Wrong,e,c,Wrong,a,c,Wrong,d,c,Wrong,e,a,Wrong,a,c,Wrong,b,c,Wrong,a,b,Wrong,d,c,Wrong,b,a,Wrong,e,a,Wrong,c,d,Wrong,a,a,Correct,d,b,Wrong,a,"a,b,c,d",Wrong,d,c,Wrong,d,d,Correct,b,a,Wrong,a,b,Wrong
